,Age,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
9405,23,19,177.8,163,66.0,66.0,66.0,67.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,67.0,53.0,51.0,51.0,51.0,53.0,50.0,46.0,46.0,46.0,50.0,58.0,64.0,62.0,65.0,58.0,69.0,65.0,56.0,54.0,71.0,77.0,73.0,73.0,65.0,75.0,67.0,73.0,80.0,66.0,63.0,61.0,31.0,70.0,69.0,67.0,67.0,45.0,20.0,24.0,7.0,12.0,9.0,10.0,11.0,7
9406,20,12,182.88,174,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,56.0,56.0,56.0,53.0,54.0,56.0,56.0,56.0,54.0,40.0,30.0,49.0,61.0,37.0,46.0,44.0,36.0,54.0,56.0,66.0,66.0,59.0,53.0,68.0,52.0,66.0,53.0,66.0,39.0,60.0,48.0,50.0,52.0,40.0,44.0,59.0,60.0,53.0,9.0,11.0,6.0,7.0,15.0,6
9407,31,21,170.18,150,51.0,51.0,51.0,55.0,53.0,53.0,53.0,55.0,56.0,56.0,56.0,58.0,60.0,60.0,60.0,58.0,62.0,61.0,61.0,61.0,62.0,62.0,59.0,59.0,59.0,62.0,75.0,23.0,68.0,70.0,31.0,47.0,35.0,41.0,65.0,59.0,57.0,64.0,81.0,64.0,76.0,64.0,77.0,67.0,58.0,51.0,56.0,67.0,44.0,63.0,30.0,70.0,39.0,60.0,62.0,16.0,11.0,14.0,11.0,16.0,6
9408,28,21,180.34,163,68.0,68.0,68.0,71.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,64.0,64.0,64.0,70.0,55.0,52.0,52.0,52.0,55.0,52.0,46.0,46.0,46.0,52.0,68.0,67.0,46.0,65.0,58.0,74.0,67.0,65.0,62.0,73.0,76.0,76.0,79.0,73.0,75.0,72.0,72.0,61.0,58.0,66.0,65.0,35.0,75.0,67.0,72.0,65.0,43.0,21.0,35.0,14.0,14.0,10.0,9.0,12.0,8
9409,22,19,177.8,148,59.0,59.0,59.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,59.0,58.0,58.0,58.0,59.0,58.0,54.0,54.0,54.0,58.0,59.0,58.0,54.0,66.0,55.0,64.0,50.0,44.0,65.0,63.0,73.0,66.0,78.0,64.0,75.0,57.0,66.0,66.0,49.0,60.0,48.0,51.0,57.0,62.0,57.0,61.0,57.0,53.0,52.0,6.0,11.0,9.0,11.0,12.0,7
9410,31,21,177.8,165,61.0,61.0,61.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,65.0,61.0,61.0,61.0,65.0,53.0,52.0,52.0,52.0,53.0,51.0,46.0,46.0,46.0,51.0,59.0,59.0,55.0,63.0,55.0,69.0,56.0,56.0,65.0,68.0,68.0,73.0,82.0,64.0,68.0,60.0,56.0,70.0,63.0,49.0,59.0,34.0,58.0,65.0,52.0,60.0,25.0,37.0,38.0,10.0,10.0,7.0,11.0,9.0,7
9411,29,17,182.88,176,69.0,69.0,69.0,64.0,67.0,67.0,67.0,64.0,65.0,65.0,65.0,62.0,59.0,59.0,59.0,62.0,48.0,49.0,49.0,49.0,48.0,46.0,48.0,48.0,48.0,46.0,39.0,71.0,70.0,64.0,74.0,63.0,48.0,56.0,43.0,68.0,70.0,71.0,71.0,64.0,56.0,70.0,87.0,62.0,80.0,64.0,54.0,35.0,69.0,66.0,68.0,59.0,40.0,27.0,18.0,10.0,7.0,16.0,13.0,11.0,8
9412,33,22,182.88,176,57.0,57.0,57.0,59.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,61.0,59.0,59.0,59.0,61.0,66.0,64.0,64.0,64.0,66.0,66.0,65.0,65.0,65.0,66.0,69.0,37.0,55.0,66.0,57.0,60.0,67.0,47.0,57.0,66.0,70.0,75.0,62.0,65.0,66.0,66.0,72.0,68.0,72.0,43.0,65.0,64.0,52.0,48.0,40.0,62.0,67.0,67.0,63.0,12.0,10.0,8.0,15.0,6.0,7
9413,21,10,187.96,163,39.0,39.0,39.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,40.0,42.0,42.0,42.0,40.0,51.0,51.0,51.0,51.0,51.0,52.0,56.0,56.0,56.0,52.0,37.0,22.0,63.0,49.0,26.0,30.0,21.0,21.0,30.0,44.0,41.0,54.0,51.0,59.0,54.0,35.0,67.0,68.0,64.0,19.0,63.0,56.0,30.0,31.0,35.0,56.0,45.0,58.0,55.0,7.0,14.0,12.0,9.0,13.0,6
9414,25,12,180.34,168,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,70.0,70.0,70.0,70.0,70.0,69.0,68.0,68.0,68.0,69.0,63.0,58.0,56.0,75.0,55.0,64.0,59.0,54.0,70.0,70.0,70.0,73.0,74.0,74.0,68.0,78.0,69.0,80.0,73.0,74.0,70.0,71.0,63.0,57.0,44.0,64.0,69.0,68.0,63.0,13.0,14.0,12.0,14.0,8.0,8
9415,22,13,180.34,163,60.0,60.0,60.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,64.0,55.0,49.0,53.0,69.0,48.0,64.0,52.0,48.0,66.0,67.0,76.0,80.0,83.0,66.0,82.0,67.0,67.0,71.0,50.0,57.0,66.0,61.0,56.0,64.0,45.0,63.0,64.0,60.0,58.0,10.0,15.0,7.0,6.0,9.0,7
9416,30,3,185.42,159,56.0,56.0,56.0,57.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,58.0,59.0,59.0,59.0,58.0,64.0,65.0,65.0,65.0,64.0,65.0,66.0,66.0,66.0,65.0,64.0,50.0,63.0,64.0,58.0,53.0,26.0,34.0,60.0,63.0,66.0,63.0,65.0,68.0,61.0,63.0,70.0,68.0,70.0,55.0,75.0,63.0,33.0,54.0,42.0,58.0,67.0,69.0,64.0,13.0,14.0,13.0,12.0,16.0,7
9417,20,10,182.88,161,44.0,44.0,44.0,49.0,48.0,48.0,48.0,49.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,57.0,57.0,57.0,57.0,57.0,58.0,60.0,60.0,60.0,58.0,36.0,22.0,55.0,53.0,22.0,58.0,34.0,32.0,48.0,58.0,67.0,65.0,71.0,58.0,69.0,24.0,64.0,58.0,65.0,22.0,54.0,63.0,42.0,46.0,36.0,63.0,62.0,64.0,60.0,6.0,14.0,8.0,10.0,13.0,7
9418,19,10,187.96,187,39.0,39.0,39.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,41.0,42.0,42.0,42.0,41.0,48.0,49.0,49.0,49.0,48.0,49.0,52.0,52.0,52.0,49.0,45.0,25.0,54.0,51.0,25.0,36.0,43.0,22.0,42.0,41.0,48.0,52.0,43.0,46.0,37.0,42.0,56.0,52.0,68.0,27.0,46.0,54.0,25.0,36.0,27.0,40.0,48.0,55.0,50.0,12.0,6.0,15.0,6.0,7.0,6
9419,27,13,180.34,165,66.0,66.0,66.0,70.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,71.0,69.0,69.0,69.0,71.0,68.0,67.0,67.0,67.0,68.0,66.0,64.0,64.0,64.0,66.0,69.0,57.0,59.0,73.0,57.0,71.0,69.0,59.0,69.0,73.0,78.0,79.0,74.0,69.0,76.0,63.0,78.0,84.0,76.0,67.0,71.0,59.0,69.0,69.0,59.0,69.0,63.0,59.0,55.0,9.0,9.0,8.0,6.0,7.0,8
9420,22,22,177.8,154,56.0,56.0,56.0,54.0,55.0,55.0,55.0,54.0,53.0,53.0,53.0,52.0,45.0,45.0,45.0,52.0,37.0,33.0,33.0,33.0,37.0,35.0,30.0,30.0,30.0,35.0,30.0,59.0,51.0,50.0,43.0,56.0,41.0,28.0,28.0,54.0,74.0,62.0,59.0,56.0,70.0,54.0,61.0,55.0,53.0,58.0,28.0,16.0,57.0,43.0,68.0,40.0,12.0,16.0,12.0,5.0,13.0,13.0,8.0,5.0,6
9421,25,23,182.88,172,42.0,42.0,42.0,49.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,56.0,55.0,55.0,55.0,56.0,55.0,54.0,54.0,54.0,55.0,62.0,25.0,41.0,60.0,28.0,54.0,38.0,31.0,56.0,50.0,52.0,54.0,64.0,53.0,61.0,27.0,64.0,69.0,66.0,26.0,55.0,52.0,42.0,48.0,39.0,51.0,51.0,60.0,55.0,5.0,13.0,15.0,10.0,11.0,6
9422,28,14,190.5,187,43.0,43.0,43.0,36.0,39.0,39.0,39.0,36.0,40.0,40.0,40.0,39.0,47.0,47.0,47.0,39.0,54.0,62.0,62.0,62.0,54.0,57.0,69.0,69.0,69.0,57.0,28.0,22.0,71.0,62.0,41.0,31.0,27.0,36.0,41.0,55.0,34.0,31.0,51.0,62.0,33.0,63.0,45.0,56.0,92.0,15.0,77.0,65.0,12.0,37.0,39.0,63.0,68.0,75.0,63.0,12.0,6.0,14.0,15.0,9.0,8
9423,22,10,185.42,181,40.0,40.0,40.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,38.0,39.0,39.0,39.0,38.0,49.0,48.0,48.0,48.0,49.0,52.0,55.0,55.0,55.0,52.0,37.0,19.0,63.0,41.0,27.0,25.0,31.0,27.0,37.0,39.0,60.0,58.0,39.0,53.0,45.0,46.0,68.0,61.0,75.0,31.0,52.0,50.0,29.0,31.0,34.0,45.0,45.0,57.0,61.0,11.0,11.0,10.0,13.0,6.0,6
9424,20,7,177.8,154,55.0,55.0,55.0,60.0,58.0,58.0,58.0,60.0,59.0,59.0,59.0,60.0,56.0,56.0,56.0,60.0,54.0,52.0,52.0,52.0,54.0,52.0,48.0,48.0,48.0,52.0,60.0,50.0,44.0,64.0,48.0,64.0,51.0,50.0,56.0,62.0,74.0,70.0,76.0,53.0,71.0,58.0,56.0,59.0,61.0,52.0,57.0,43.0,50.0,54.0,53.0,43.0,35.0,48.0,40.0,10.0,14.0,14.0,10.0,10.0,7
9425,24,14,182.88,183,49.0,49.0,49.0,48.0,49.0,49.0,49.0,48.0,50.0,50.0,50.0,50.0,53.0,53.0,53.0,50.0,59.0,62.0,62.0,62.0,59.0,61.0,66.0,66.0,66.0,61.0,30.0,38.0,61.0,60.0,25.0,46.0,23.0,30.0,53.0,51.0,64.0,68.0,47.0,67.0,56.0,43.0,76.0,65.0,75.0,26.0,69.0,65.0,36.0,49.0,34.0,62.0,67.0,69.0,67.0,7.0,7.0,10.0,10.0,12.0,7
9426,31,8,187.96,172,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,59.0,62.0,62.0,62.0,59.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,62.0,43.0,58.0,62.0,35.0,57.0,68.0,66.0,64.0,63.0,49.0,63.0,34.0,78.0,51.0,66.0,59.0,68.0,72.0,49.0,56.0,73.0,36.0,65.0,61.0,70.0,60.0,59.0,60.0,16.0,10.0,7.0,15.0,15.0,7
9427,20,21,180.34,154,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,49.0,49.0,54.0,42.0,40.0,40.0,40.0,42.0,39.0,35.0,35.0,35.0,39.0,50.0,46.0,38.0,54.0,52.0,60.0,61.0,51.0,47.0,63.0,63.0,61.0,56.0,55.0,65.0,57.0,47.0,49.0,58.0,43.0,28.0,20.0,42.0,55.0,51.0,51.0,39.0,19.0,17.0,6.0,9.0,12.0,10.0,8.0,6
9428,27,10,185.42,172,44.0,44.0,44.0,39.0,41.0,41.0,41.0,39.0,42.0,42.0,42.0,43.0,50.0,50.0,50.0,43.0,58.0,63.0,63.0,63.0,58.0,61.0,69.0,69.0,69.0,61.0,30.0,19.0,74.0,60.0,18.0,38.0,29.0,30.0,55.0,54.0,43.0,44.0,41.0,65.0,37.0,57.0,79.0,67.0,78.0,31.0,78.0,69.0,21.0,29.0,21.0,62.0,55.0,77.0,75.0,11.0,11.0,7.0,11.0,12.0,8
9429,32,10,187.96,168,41.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,41.0,44.0,44.0,44.0,41.0,54.0,57.0,57.0,57.0,54.0,57.0,63.0,63.0,63.0,57.0,27.0,18.0,66.0,53.0,23.0,26.0,23.0,21.0,48.0,49.0,62.0,63.0,50.0,61.0,52.0,39.0,66.0,52.0,76.0,21.0,62.0,63.0,23.0,30.0,33.0,57.0,62.0,64.0,68.0,10.0,6.0,7.0,14.0,15.0,7
9430,25,19,180.34,185,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,66.0,61.0,58.0,58.0,58.0,61.0,59.0,56.0,56.0,56.0,59.0,58.0,63.0,56.0,65.0,60.0,75.0,64.0,59.0,58.0,66.0,71.0,80.0,87.0,59.0,67.0,64.0,58.0,70.0,68.0,66.0,46.0,53.0,63.0,66.0,61.0,61.0,57.0,55.0,47.0,7.0,11.0,12.0,8.0,15.0,7
9431,26,3,175.26,161,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,63.0,61.0,61.0,61.0,63.0,69.0,65.0,65.0,65.0,69.0,69.0,66.0,66.0,66.0,69.0,65.0,52.0,64.0,62.0,59.0,62.0,65.0,76.0,62.0,65.0,77.0,78.0,79.0,65.0,79.0,84.0,58.0,82.0,61.0,69.0,73.0,70.0,56.0,41.0,38.0,55.0,66.0,61.0,76.0,11.0,5.0,8.0,5.0,12.0,8
9432,35,17,190.5,194,66.0,66.0,66.0,59.0,62.0,62.0,62.0,59.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,45.0,49.0,49.0,49.0,45.0,43.0,47.0,47.0,47.0,43.0,60.0,70.0,73.0,59.0,66.0,61.0,63.0,53.0,55.0,64.0,36.0,36.0,46.0,66.0,50.0,76.0,65.0,52.0,85.0,66.0,78.0,43.0,72.0,58.0,77.0,70.0,24.0,24.0,22.0,8.0,15.0,6.0,14.0,11.0,7
9433,23,9,172.72,143,49.0,49.0,49.0,51.0,49.0,49.0,49.0,51.0,48.0,48.0,48.0,48.0,40.0,40.0,40.0,48.0,39.0,33.0,33.0,33.0,39.0,38.0,33.0,33.0,33.0,38.0,46.0,53.0,43.0,40.0,42.0,52.0,37.0,33.0,30.0,54.0,70.0,71.0,78.0,34.0,80.0,61.0,84.0,41.0,36.0,44.0,26.0,24.0,46.0,42.0,47.0,44.0,31.0,20.0,29.0,13.0,8.0,8.0,12.0,9.0,6
9434,18,13,180.34,165,46.0,46.0,46.0,46.0,47.0,47.0,47.0,46.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,48.0,48.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,34.0,31.0,46.0,58.0,37.0,44.0,34.0,42.0,56.0,44.0,62.0,63.0,57.0,47.0,65.0,58.0,62.0,64.0,56.0,39.0,58.0,45.0,48.0,50.0,46.0,38.0,45.0,44.0,45.0,14.0,7.0,13.0,7.0,5.0,6
9435,24,6,187.96,181,76.0,76.0,76.0,71.0,75.0,75.0,75.0,71.0,72.0,72.0,72.0,68.0,62.0,62.0,62.0,68.0,47.0,46.0,46.0,46.0,47.0,45.0,43.0,43.0,43.0,45.0,36.0,86.0,76.0,74.0,73.0,79.0,60.0,53.0,35.0,81.0,63.0,66.0,60.0,78.0,57.0,78.0,68.0,60.0,61.0,80.0,38.0,11.0,75.0,60.0,77.0,70.0,55.0,12.0,16.0,7.0,13.0,13.0,15.0,6.0,8
9436,35,12,180.34,187,52.0,52.0,52.0,48.0,50.0,50.0,50.0,48.0,52.0,52.0,52.0,48.0,56.0,56.0,56.0,48.0,52.0,58.0,58.0,58.0,52.0,53.0,59.0,59.0,59.0,53.0,34.0,51.0,62.0,63.0,53.0,46.0,51.0,60.0,59.0,59.0,31.0,33.0,55.0,50.0,68.0,61.0,73.0,62.0,69.0,55.0,48.0,56.0,44.0,53.0,54.0,52.0,57.0,65.0,59.0,16.0,10.0,9.0,6.0,7.0,7
9437,29,9,180.34,154,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,67.0,63.0,63.0,63.0,67.0,58.0,56.0,56.0,56.0,58.0,55.0,52.0,52.0,52.0,55.0,67.0,66.0,60.0,66.0,58.0,66.0,66.0,67.0,60.0,67.0,76.0,70.0,76.0,69.0,69.0,67.0,72.0,71.0,67.0,64.0,70.0,55.0,72.0,61.0,57.0,68.0,35.0,38.0,34.0,12.0,6.0,8.0,15.0,6.0,7
9438,32,19,185.42,176,73.0,73.0,73.0,71.0,72.0,72.0,72.0,71.0,72.0,72.0,72.0,70.0,67.0,67.0,67.0,70.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,50.0,66.0,74.0,78.0,72.0,65.0,70.0,69.0,60.0,66.0,74.0,63.0,67.0,66.0,75.0,65.0,79.0,78.0,74.0,79.0,74.0,72.0,25.0,74.0,76.0,72.0,74.0,25.0,26.0,24.0,13.0,11.0,6.0,7.0,16.0,8
9439,24,12,180.34,181,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,57.0,57.0,57.0,53.0,57.0,61.0,61.0,61.0,57.0,58.0,62.0,62.0,62.0,58.0,38.0,44.0,58.0,65.0,37.0,54.0,39.0,34.0,53.0,58.0,51.0,53.0,64.0,56.0,72.0,47.0,75.0,69.0,71.0,49.0,75.0,61.0,45.0,54.0,37.0,51.0,59.0,61.0,63.0,13.0,13.0,7.0,6.0,7.0,7
9440,25,12,177.8,161,59.0,59.0,59.0,60.0,61.0,61.0,61.0,60.0,61.0,61.0,61.0,60.0,62.0,62.0,62.0,60.0,61.0,65.0,65.0,65.0,61.0,61.0,65.0,65.0,65.0,61.0,50.0,38.0,54.0,73.0,44.0,64.0,47.0,46.0,68.0,71.0,64.0,68.0,63.0,66.0,67.0,77.0,64.0,38.0,71.0,61.0,72.0,63.0,56.0,48.0,51.0,61.0,65.0,67.0,59.0,14.0,5.0,14.0,13.0,7.0,7
9441,26,10,193.04,181,64.0,64.0,64.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,63.0,68.0,71.0,71.0,71.0,68.0,69.0,72.0,72.0,72.0,69.0,55.0,53.0,70.0,72.0,44.0,59.0,52.0,54.0,75.0,66.0,65.0,76.0,54.0,72.0,58.0,72.0,78.0,65.0,76.0,60.0,65.0,73.0,59.0,56.0,34.0,58.0,76.0,73.0,71.0,9.0,10.0,7.0,6.0,10.0,8
9442,31,19,170.18,150,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,66.0,61.0,61.0,61.0,66.0,52.0,49.0,49.0,49.0,52.0,49.0,43.0,43.0,43.0,49.0,63.0,61.0,59.0,67.0,67.0,67.0,68.0,59.0,64.0,64.0,73.0,83.0,77.0,67.0,83.0,65.0,71.0,68.0,67.0,65.0,42.0,24.0,65.0,67.0,60.0,60.0,36.0,24.0,25.0,8.0,14.0,16.0,7.0,15.0,7
9443,21,17,177.8,141,66.0,66.0,66.0,68.0,67.0,67.0,67.0,68.0,66.0,66.0,66.0,66.0,58.0,58.0,58.0,66.0,50.0,44.0,44.0,44.0,50.0,48.0,40.0,40.0,40.0,48.0,62.0,74.0,61.0,69.0,55.0,72.0,38.0,70.0,35.0,66.0,75.0,72.0,61.0,64.0,68.0,54.0,64.0,65.0,52.0,57.0,35.0,15.0,69.0,66.0,71.0,59.0,38.0,25.0,28.0,6.0,7.0,12.0,9.0,13.0,7
9444,25,13,182.88,176,57.0,57.0,57.0,62.0,61.0,61.0,61.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,61.0,61.0,61.0,61.0,61.0,60.0,58.0,58.0,58.0,60.0,58.0,53.0,50.0,67.0,42.0,63.0,65.0,65.0,61.0,65.0,72.0,73.0,68.0,62.0,70.0,41.0,56.0,63.0,69.0,45.0,57.0,55.0,61.0,67.0,59.0,66.0,57.0,59.0,55.0,10.0,15.0,12.0,13.0,16.0,7
9445,33,3,177.8,163,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,63.0,62.0,61.0,61.0,61.0,62.0,64.0,53.0,55.0,64.0,61.0,58.0,66.0,60.0,60.0,64.0,63.0,59.0,64.0,62.0,72.0,65.0,57.0,65.0,60.0,59.0,57.0,61.0,60.0,60.0,47.0,63.0,65.0,64.0,64.0,13.0,10.0,11.0,14.0,9.0,7
9446,17,10,180.34,163,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,44.0,44.0,44.0,44.0,44.0,46.0,48.0,48.0,48.0,46.0,26.0,18.0,46.0,43.0,29.0,27.0,24.0,23.0,28.0,43.0,62.0,55.0,41.0,42.0,65.0,36.0,74.0,57.0,54.0,24.0,47.0,51.0,20.0,26.0,33.0,37.0,39.0,51.0,48.0,10.0,5.0,11.0,5.0,14.0,5
9447,23,13,175.26,143,57.0,57.0,57.0,59.0,60.0,60.0,60.0,59.0,62.0,62.0,62.0,61.0,64.0,64.0,64.0,61.0,63.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,63.0,39.0,44.0,46.0,69.0,55.0,66.0,51.0,52.0,68.0,65.0,62.0,66.0,71.0,63.0,78.0,66.0,67.0,75.0,58.0,47.0,77.0,68.0,59.0,62.0,60.0,69.0,61.0,66.0,66.0,7.0,14.0,9.0,9.0,11.0,7
9448,24,19,172.72,146,49.0,49.0,49.0,55.0,54.0,54.0,54.0,55.0,56.0,56.0,56.0,57.0,55.0,55.0,55.0,57.0,53.0,52.0,52.0,52.0,53.0,52.0,48.0,48.0,48.0,52.0,47.0,36.0,37.0,63.0,39.0,61.0,44.0,39.0,60.0,61.0,73.0,75.0,60.0,56.0,77.0,50.0,51.0,55.0,56.0,36.0,56.0,44.0,42.0,55.0,50.0,58.0,44.0,43.0,45.0,16.0,15.0,14.0,8.0,8.0,6
9449,23,7,182.88,172,66.0,66.0,66.0,68.0,67.0,67.0,67.0,68.0,66.0,66.0,66.0,67.0,59.0,59.0,59.0,67.0,52.0,48.0,48.0,48.0,52.0,49.0,42.0,42.0,42.0,49.0,65.0,73.0,53.0,63.0,68.0,73.0,63.0,64.0,58.0,72.0,79.0,78.0,82.0,57.0,73.0,66.0,60.0,64.0,67.0,55.0,39.0,24.0,64.0,58.0,64.0,59.0,26.0,36.0,30.0,16.0,7.0,9.0,16.0,12.0,7
9450,25,2,180.34,163,65.0,65.0,65.0,67.0,68.0,68.0,68.0,67.0,70.0,70.0,70.0,70.0,74.0,74.0,74.0,70.0,74.0,76.0,76.0,76.0,74.0,73.0,71.0,71.0,71.0,73.0,66.0,57.0,57.0,80.0,39.0,68.0,69.0,56.0,77.0,76.0,58.0,60.0,65.0,75.0,62.0,76.0,69.0,92.0,68.0,67.0,73.0,76.0,63.0,70.0,62.0,77.0,76.0,74.0,72.0,7.0,15.0,15.0,12.0,6.0,8
9451,22,13,175.26,154,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,60.0,59.0,59.0,59.0,60.0,59.0,55.0,55.0,55.0,59.0,54.0,58.0,50.0,63.0,55.0,60.0,58.0,55.0,58.0,64.0,74.0,68.0,73.0,59.0,79.0,65.0,58.0,81.0,61.0,59.0,57.0,55.0,62.0,63.0,73.0,67.0,55.0,53.0,51.0,7.0,10.0,10.0,8.0,11.0,7
9452,22,5,182.88,168,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,41.0,41.0,41.0,41.0,46.0,46.0,46.0,41.0,53.0,56.0,56.0,56.0,53.0,56.0,59.0,59.0,59.0,56.0,28.0,18.0,60.0,62.0,22.0,30.0,35.0,37.0,44.0,52.0,55.0,54.0,43.0,56.0,61.0,45.0,67.0,51.0,54.0,30.0,50.0,62.0,24.0,29.0,40.0,55.0,60.0,65.0,62.0,6.0,13.0,12.0,12.0,13.0,7
9453,26,23,177.8,163,59.0,59.0,59.0,64.0,61.0,61.0,61.0,64.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,65.0,68.0,65.0,65.0,65.0,68.0,69.0,67.0,67.0,67.0,69.0,77.0,51.0,65.0,67.0,54.0,67.0,41.0,42.0,61.0,62.0,71.0,73.0,72.0,67.0,71.0,53.0,66.0,65.0,64.0,52.0,57.0,66.0,51.0,67.0,62.0,66.0,70.0,71.0,71.0,12.0,8.0,13.0,7.0,9.0,8
9454,24,21,177.8,165,65.0,65.0,65.0,70.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,72.0,66.0,66.0,66.0,72.0,59.0,55.0,55.0,55.0,59.0,55.0,47.0,47.0,47.0,55.0,73.0,65.0,49.0,72.0,65.0,75.0,72.0,65.0,70.0,74.0,79.0,73.0,65.0,62.0,72.0,58.0,65.0,77.0,59.0,54.0,51.0,28.0,67.0,75.0,60.0,62.0,50.0,34.0,41.0,15.0,11.0,10.0,14.0,7.0,8
9455,20,8,180.34,163,60.0,60.0,60.0,64.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,62.0,62.0,62.0,62.0,62.0,60.0,56.0,56.0,56.0,60.0,56.0,54.0,45.0,74.0,49.0,65.0,64.0,61.0,68.0,73.0,67.0,71.0,70.0,62.0,71.0,63.0,56.0,75.0,60.0,58.0,59.0,54.0,56.0,70.0,53.0,64.0,58.0,50.0,52.0,12.0,11.0,13.0,8.0,6.0,7
9456,26,2,182.88,181,50.0,50.0,50.0,51.0,52.0,52.0,52.0,51.0,56.0,56.0,56.0,53.0,60.0,60.0,60.0,53.0,60.0,65.0,65.0,65.0,60.0,61.0,65.0,65.0,65.0,61.0,26.0,37.0,53.0,67.0,29.0,53.0,26.0,28.0,62.0,61.0,61.0,61.0,62.0,65.0,64.0,54.0,73.0,76.0,77.0,58.0,70.0,63.0,27.0,59.0,34.0,57.0,64.0,64.0,67.0,8.0,11.0,13.0,7.0,14.0,7
9457,18,21,185.42,187,60.0,60.0,60.0,59.0,58.0,58.0,58.0,59.0,55.0,55.0,55.0,58.0,49.0,49.0,49.0,58.0,46.0,42.0,42.0,42.0,46.0,44.0,42.0,42.0,42.0,44.0,57.0,58.0,60.0,52.0,51.0,61.0,58.0,43.0,43.0,59.0,76.0,78.0,75.0,49.0,60.0,65.0,65.0,58.0,79.0,44.0,53.0,20.0,59.0,46.0,54.0,54.0,40.0,25.0,20.0,14.0,14.0,11.0,6.0,5.0,6
